Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_01,Chrome 129.0.0.0,,,04-10-2024 15:04:53,04-10-2024 15:06:12,1m - 18.296s,PASSED
,,,,,,,
Test Cases/TC_01_Register_User,Chrome 129.0.0.0,,,04-10-2024 15:04:53,04-10-2024 15:05:39,45.131s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 129.0.0.0,,,04-10-2024 15:04:53,04-10-2024 15:04:58,4.147s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,04-10-2024 15:04:58,04-10-2024 15:04:58,0.759s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 129.0.0.0,,,04-10-2024 15:04:58,04-10-2024 15:05:02,3.503s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Automation_exercise/Page_Automation Exercise/a_Home""), 0)",Chrome 129.0.0.0,,,04-10-2024 15:05:02,04-10-2024 15:05:03,0.681s,PASSED
"click(findTestObject(""Object Repository/Automation_exercise/Page_Automation Exercise/a_Signup  Login""))",Chrome 129.0.0.0,,,04-10-2024 15:05:03,04-10-2024 15:05:04,1.478s,PASSED
"verifyElementText(findTestObject(""Object Repository/Automation_exercise/Page_Automation Exercise - Signup  Login/h2_New User Signup""), ""New User Signup!"")",Chrome 129.0.0.0,,,04-10-2024 15:05:04,04-10-2024 15:05:05,0.975s,PASSED
"setText(findTestObject(""Object Repository/Automation_exercise/Page_Automation Exercise - Signup  Login/input_New User Signup_name""), ""nhan"")",Chrome 129.0.0.0,,,04-10-2024 15:05:05,04-10-2024 15:05:06,0.585s,PASSED
"setText(findTestObject(""Object Repository/Automation_exercise/Page_Automation Exercise - Signup  Login/input_New User Signup_email""), ""nhan.hoang@katalon.com"")",Chrome 129.0.0.0,,,04-10-2024 15:05:06,04-10-2024 15:05:06,0.529s,PASSED
"click(findTestObject(""Object Repository/Automation_exercise/Page_Automation Exercise - Signup  Login/button_Signup""))",Chrome 129.0.0.0,,,04-10-2024 15:05:06,04-10-2024 15:05:08,1.888s,PASSED
